0x0	[0x0, nil]
0xef4	[0xef4, nil]
0xef6	[0xef6, nil]
0xef9	[0xef9, nil]
0xefd	[0xefd, nil]
0xf02	[0xf02, nil]
0xf03	[0xf03, nil]
0xf04	[0xf04, nil]
0xf08	[0xf08, nil]
0xf0d	[0xf0d, nil]
0xf0e	[0xf0e, nil]
0xf0f	[0xf0f, nil]
0xf16	[0xf16, nil]
0xf18	[0xf18, nil]
0xf19	[0xf19, nil]
0xf1f	[0xf1f, nil]
0xf21	[0xf21, nil]
0xf22	[0xf22, nil]
0xf24	[0xf24, nil]
0xf25	[0xf25, nil]
0xf26	[0xf26, nil]
0xf27	[0xf27, nil]
0xf29	[0xf29, nil]
0xf2a	[0xf2a, nil]
0xf2b	[0xf2b, nil]
0xf40	[0xf40, nil]
0xf44	[0xf44, nil]
0xf46	[0xf46, nil]
0xf47	[0xf47, nil]
0xf4d	[0xf4d, nil]
0xf4f	[0xf4f, nil]
0xf50	[0xf50, nil]
0xf52	[0xf52, nil]
0xf53	[0xf53, nil]
0xf54	[0xf54, nil]
0xf55	[0xf55, nil]
0xf57	[0xf57, nil]
0xf58	[0xf58, nil]
0xf59	[0xf59, nil]
0xf6e	[0xf6e, nil]
0xf6f	[0xf6f, nil]
0xf70	[0xf70, nil]
0xf71	[0xf71, nil]
0xf75	[0xf75, nil]
0xf77	[0xf77, nil]
0xf78	[0xf78, nil]
0xf9b	[0xf9b, nil]
0xf9d	[0xf9d, nil]
0xf9e	[0xf9e, nil]
0xfa2	[0xfa2, nil]
0xfa7	[0xfa7, nil]
0xfa9	[0xfa9, nil]
0xfac	[0xfac, nil]
0xfb2	[0xfb2, nil]
0xfb4	[0xfb4, nil]
0xfb8	[0xfb8, nil]
0xfbe	[0xfbe, nil]
0xfc0	[0xfc0, nil]
0xfe8	[0xfe8, nil]
0xfea	[0xfea, nil]
0xfeb	[0xfeb, nil]
0xff1	[0xff1, nil]
0xff3	[0xff3, nil]
0xff4	[0xff4, nil]
0xff6	[0xff6, nil]
0xff7	[0xff7, nil]
0xff8	[0xff8, nil]
0xff9	[0xff9, nil]
0xffb	[0xffb, nil]
0xffc	[0xffc, nil]
0xffd	[0xffd, nil]
0xfff	[0xfff, nil]
0x1000	[0x1000, nil]
0x1002	[0x1002, nil]
0x1003	[0x1003, nil]
0x100d	[0x100d, nil]
0x1012	[0x1012, nil]
0x1014	[0x1014, nil]
0x1015	[0x1015, nil]
0x1019	[0x1019, nil]
0x101a	[0x101a, nil]
0x101e	[0x101e, nil]
0x1022	[0x1022, nil]
0x1024	[0x1024, nil]
0x1026	[0x1026, nil]
0x1027	[0x1027, nil]
0x102a	[0x102a, nil]
0x102c	[0x102c, nil]
0x102e	[0x102e, nil]
0x1030	[0x1030, nil]
0x1032	[0x1032, nil]
0x1033	[0x1033, nil]
0x1035	[0x1035, nil]
0x1036	[0x1036, nil]
0x103c	[0x103c, nil]
0x1041	[0x1041, nil]
0x1043	[0x1043, nil]
0x1044	[0x1044, nil]
0x1048	[0x1048, nil]
0x1049	[0x1049, nil]
0x104d	[0x104d, nil]
0x1051	[0x1051, nil]
0x1053	[0x1053, nil]
0x1055	[0x1055, nil]
0x1056	[0x1056, nil]
0x1059	[0x1059, nil]
0x105b	[0x105b, nil]
0x1061	[0x1061, nil]
0x1063	[0x1063, nil]
0x1064	[0x1064, nil]
0x106a	[0x106a, nil]
0x106c	[0x106c, nil]
0x106d	[0x106d, nil]
0x106f	[0x106f, nil]
0x1070	[0x1070, nil]
0x1071	[0x1071, nil]
0x1072	[0x1072, nil]
0x1074	[0x1074, nil]
0x1075	[0x1075, nil]
0x1079	[0x1079, nil]
0x107b	[0x107b, nil]
0x107c	[0x107c, nil]
0x1082	[0x1082, nil]
0x1084	[0x1084, nil]
0x1085	[0x1085, nil]
0x1087	[0x1087, nil]
0x1088	[0x1088, nil]
0x1089	[0x1089, nil]
0x108a	[0x108a, nil]
0x108c	[0x108c, nil]
0x108d	[0x108d, nil]
0x1091	[0x1091, nil]
0x1093	[0x1093, nil]
0x1094	[0x1094, nil]
0x109a	[0x109a, nil]
0x109c	[0x109c, nil]
0x109d	[0x109d, nil]
0x109f	[0x109f, nil]
0x10a0	[0x10a0, nil]
0x10a1	[0x10a1, nil]
0x10a2	[0x10a2, nil]
0x10a4	[0x10a4, nil]
0x10a5	[0x10a5, nil]
0x10a6	[0x10a6, nil]
0x10a8	[0x10a8, nil]
0x10a9	[0x10a9, nil]
0x10ad	[0x10ad, nil]
0x10af	[0x10af, nil]
0x10b0	[0x10b0, nil]
0x10b3	[0x10b3, nil]
0x10b5	[0x10b5, nil]
0x10b6	[0x10b6, nil]
0x10be	[0x10be, nil]
0x10c3	[0x10c3, nil]
0x10c5	[0x10c5, nil]
0x10c7	[0x10c7, nil]
0x10c8	[0x10c8, nil]
0x10cb	[0x10cb, nil]
0x10cf	[0x10cf, nil]
0x10d2	[0x10d2, nil]
0x10d3	[0x10d3, nil]
0x10d4	[0x10d4, nil]
0x10d6	[0x10d6, nil]
0x10d7	[0x10d7, nil]
0x10db	[0x10db, nil]
0x10dc	[0x10dc, nil]
0x10e0	[0x10e0, nil]
0x10e1	[0x10e1, nil]
0x10e8	[0x10e8, nil]
0x10ea	[0x10ea, nil]
0x10ec	[0x10ec, nil]
0x10ed	[0x10ed, nil]
0x10ee	[0x10ee, nil]
0x10f1	[0x10f1, nil]
0x10f3	[0x10f3, nil]
0x1108	[0x1108, nil]
0x110a	[0x110a, nil]
0x111f	[0x111f, nil]
0x1120	[0x1120, nil]
0x1121	[0x1121, nil]
0x1122	[0x1122, nil]
0x1126	[0x1126, nil]
0x1128	[0x1128, nil]
0x1129	[0x1129, nil]
0x114c	[0x114c, nil]
0x114e	[0x114e, nil]
0x114f	[0x114f, nil]
0x1153	[0x1153, nil]
0x1158	[0x1158, nil]
0x115a	[0x115a, nil]
0x115d	[0x115d, nil]
0x1164	[0x1164, nil]
0x1166	[0x1166, nil]
0x1167	[0x1167, nil]
0x116d	[0x116d, nil]
0x116f	[0x116f, nil]
0x1170	[0x1170, nil]
0x1172	[0x1172, nil]
0x1173	[0x1173, nil]
0x1174	[0x1174, nil]
0x1175	[0x1175, nil]
0x1177	[0x1177, nil]
0x1178	[0x1178, nil]
0x1179	[0x1179, nil]
0x118e	[0x118e, nil]
0x1190	[0x1190, nil]
0x11a5	[0x11a5, nil]
0x11a6	[0x11a6, nil]
0x11a7	[0x11a7, nil]
0x11ab	[0x11ab, nil]
0x11ad	[0x11ad, nil]
0x11ae	[0x11ae, nil]
0x11d1	[0x11d1, nil]
0x11d3	[0x11d3, nil]
0x11d4	[0x11d4, nil]
0x11d8	[0x11d8, nil]
0x11dd	[0x11dd, nil]
0x11df	[0x11df, nil]
0x11e2	[0x11e2, nil]
0x11e6	[0x11e6, nil]
0x11ec	[0x11ec, nil]
0x11ee	[0x11ee, nil]
0x11ef	[0x11ef, nil]
0x11f5	[0x11f5, nil]
0x11f7	[0x11f7, nil]
0x11f8	[0x11f8, nil]
0x11fa	[0x11fa, nil]
0x11fb	[0x11fb, nil]
0x11fc	[0x11fc, nil]
0x11fd	[0x11fd, nil]
0x11ff	[0x11ff, nil]
0x1200	[0x1200, nil]
0x1202	[0x1202, nil]
0x1209	[0x1209, nil]
0x121e	[0x121e, nil]
0x1221	[0x1221, nil]
0x1236	[0x1236, nil]
0x1237	[0x1237, nil]
0x125a	[0x125a, nil]
0x125c	[0x125c, nil]
0x125d	[0x125d, nil]
0x1263	[0x1263, nil]
0x1268	[0x1268, nil]
0x126a	[0x126a, nil]
0x126d	[0x126d, nil]
0x1275	[0x1275, nil]
0x1277	[0x1277, nil]
0x127b	[0x127b, nil]
0x1282	[0x1282, nil]
0x1284	[0x1284, nil]
0x1289	[0x1289, nil]
0x128b	[0x128b, nil]
0x128f	[0x128f, nil]
0x1291	[0x1291, nil]
0x1292	[0x1292, nil]
0x1294	[0x1294, nil]
0x1295	[0x1295, nil]
0x1298	[0x1298, nil]
0x12ad	[0x12ad, nil]
0x12ae	[0x12ae, nil]
0x12c3	[0x12c3, nil]
0x12c6	[0x12c6, nil]
0x12c8	[0x12c8, nil]
0x12cc	[0x12cc, nil]
0x12ce	[0x12ce, nil]
0x12cf	[0x12cf, nil]
0x12d1	[0x12d1, nil]
0x12d2	[0x12d2, nil]
0x12d7	[0x12d7, nil]
0x12d9	[0x12d9, nil]
0x12dd	[0x12dd, nil]
0x12df	[0x12df, nil]
0x12e0	[0x12e0, nil]
0x12e2	[0x12e2, nil]
0x12e7	[0x12e7, nil]
0x12ec	[0x12ec, nil]
0x12f3	[0x12f3, nil]
0x1308	[0x1308, nil]
0x130a	[0x130a, nil]
0x132c	[0x132c, nil]
0x132e	[0x132e, nil]
0x132f	[0x132f, nil]
0x1334	[0x1334, nil]
0x1339	[0x1339, nil]
0x133b	[0x133b, nil]
0x133e	[0x133e, nil]
0x1349	[0x1349, nil]
0x134b	[0x134b, nil]
0x134e	[0x134e, nil]
