0x0	0x2
0x3c6	0x3c7
0x3c7	0x3ca
0x3cb	0x3ce
0x3d1	0x3d4
0x3d4	0x3d7
0x3d7	0x3d8
0x3d8	0x3da
0x3da	0x3dd
0x3df	0x3e2
0x3f1	0x3f3
0x3f3	0x3f4
0x3f4	0x3f7
0x3f8	0x3fb
0x3fe	0x401
0x401	0x404
0x406	0x408
0x408	0x409
0x409	0x40c
0x40d	0x410
0x413	0x416
0x416	0x419
0x419	0x41a
0x41a	0x41c
0x41c	0x41f
0x421	0x424
0x426	0x428
0x428	0x429
0x429	0x42c
0x42d	0x430
0x433	0x436
0x436	0x439
0x43b	0x43d
0x43d	0x43e
0x43e	0x441
0x442	0x445
0x448	0x44b
0x44b	0x44e
0x44e	0x44f
0x44f	0x451
0x451	0x454
0x456	0x459
0x45b	0x45d
0x45d	0x45e
0x45e	0x461
0x462	0x465
0x468	0x46b
0x46b	0x46e
0x470	0x472
0x472	0x473
0x473	0x476
0x477	0x47a
0x47d	0x480
0x480	0x483
0x492	0x494
0x494	0x495
0x495	0x498
0x499	0x49c
0x49f	0x4a2
0x4a2	0x4a5
0x4a5	0x4a6
0x4a6	0x4a8
0x4a8	0x4ab
0x4ad	0x4b0
0x4b2	0x4b4
0x4b4	0x4b5
0x4b5	0x4b8
0x4b9	0x4bc
0x4bf	0x4c2
0x4c2	0x4c5
0x4c5	0x4c6
0x4c6	0x4c8
0x4c8	0x4cb
0x4cd	0x4d0
0x4d2	0x4d4
0x4d4	0x4d5
0x4d5	0x4d8
0x4d9	0x4dc
0x4df	0x4e2
0x4e2	0x4e5
0x4e7	0x4e9
0x4e9	0x4ea
0x4ea	0x4ed
0x4ee	0x4f1
0x4f4	0x4f7
0x4f7	0x4fa
0x4fa	0x4fb
0x4fb	0x4fd
0x4fd	0x500
0x507	0x509
0x509	0x50a
0x50a	0x50d
0x50e	0x511
0x514	0x517
0x517	0x51a
0x51c	0x51e
0x51e	0x51f
0x51f	0x522
0x523	0x526
0x529	0x52c
0x52c	0x52f
0x53e	0x540
0x540	0x541
0x541	0x544
0x545	0x548
0x54b	0x54e
0x54e	0x551
0x553	0x555
0x555	0x556
0x556	0x559
0x55a	0x55d
0x560	0x563
0x563	0x566
0x568	0x56a
0x56a	0x56b
0x56b	0x56e
0x56f	0x572
0x575	0x578
0x578	0x57b
0x57b	0x57c
0x57c	0x57e
0x57e	0x581
0x583	0x586
0x588	0x58a
0x58a	0x58b
0x58b	0x58e
0x58f	0x592
0x595	0x598
0x598	0x59b
0x59b	0x59c
0x59c	0x59e
0x59e	0x5a1
0x5a3	0x5a6
0x5a8	0x5aa
0x5aa	0x5ab
0x5ab	0x5b0
0x5b0	0x5b3
0x5b5	0x5b7
0x5b7	0x5b8
0x5b8	0x5bb
0x5bc	0x5bf
0x5c2	0x5c5
0x5c5	0x5c8
0x5c8	0x5c9
0x5c9	0x5cb
0x5cb	0x5ce
0x5d0	0x5d3
0x5d5	0x5d7
0x5d7	0x5d8
0x5d8	0x5db
0x5dc	0x5df
0x5e2	0x5e5
0x5e5	0x5e8
0x5e8	0x5e9
0x5e9	0x5eb
0x5eb	0x5ee
0x5f0	0x5f3
0x5f5	0x5f7
0x5f7	0x5f8
0x5f8	0x5fb
0x5fc	0x5ff
0x602	0x605
0x605	0x608
0x608	0x609
0x609	0x60b
0x60b	0x60e
0x610	0x613
0x615	0x617
0x617	0x618
0x618	0x61b
0x61c	0x61f
0x622	0x625
0x625	0x628
0x628	0x629
0x629	0x62b
0x62b	0x62e
0x630	0x633
0x635	0x637
0x637	0x638
0x638	0x63b
0x63c	0x63f
0x642	0x645
0x645	0x648
0x648	0x649
0x649	0x64b
0x64b	0x64e
0x650	0x653
0x655	0x657
0x657	0x658
0x658	0x65b
0x65c	0x65f
0x662	0x665
0x665	0x668
0x668	0x669
0x669	0x66b
0x66b	0x66e
0x670	0x673
0x675	0x677
0x677	0x678
0x678	0x67b
0x67c	0x67f
0x682	0x685
0x685	0x688
0x688	0x689
0x689	0x68b
0x68b	0x68e
0x690	0x693
0x695	0x697
0x697	0x698
0x698	0x69b
0x69c	0x69f
0x6a2	0x6a5
0x6a5	0x6a8
0x6aa	0x6ac
0x6ac	0x6ad
0x6ad	0x6b2
0x6b2	0x6b5
0x6b7	0x6b9
0x6b9	0x6ba
0x6ba	0x6bd
0x6be	0x6c1
0x6c4	0x6c7
0x6c7	0x6ca
0x6ca	0x6cb
0x6cb	0x6cd
0x6cd	0x6d0
0x6d2	0x6d5
0x6d7	0x6d9
0x6d9	0x6da
0x6da	0x6dd
0x6de	0x6e1
0x6e4	0x6e7
0x6e7	0x6ea
0x6ec	0x6ee
0x6ee	0x6ef
0x6ef	0x6f4
0x6f4	0x6f7
0x6f9	0x6fb
0x6fb	0x6fc
0x6fc	0x6ff
0x700	0x703
0x706	0x709
0x709	0x70c
0x70c	0x70d
0x70d	0x70f
0x70f	0x712
0x714	0x717
0x719	0x71b
0x71b	0x71c
0x71c	0x722
0x722	0x725
0x727	0x729
0x729	0x72a
0x72a	0x72d
0x72e	0x731
0x734	0x737
0x737	0x73a
0x73c	0x73f
0x73f	0x742
0x742	0x743
0x743	0x745
0x745	0x748
0x74a	0x74d
0x74f	0x751
0x751	0x752
0x752	0x755
0x756	0x759
0x75c	0x75f
0x75f	0x762
0x762	0x763
0x763	0x765
0x765	0x768
0x76a	0x76d
0x76f	0x771
0x771	0x772
0x772	0x774
0x774	0x775
0x775	0x776
0x776	0x779
0x77a	0x77c
0x77c	0x77d
0x77d	0x781
0x781	0x783
0x783	0x785
0x786	0x788
0x788	0x789
0x789	0x78d
0x78d	0x790
0x79b	0x79d
0x79d	0x79e
0x79e	0x7a3
0x7a3	0x7a4
0x7a4	0x7a6
0x7a6	0x7a8
0x7a8	0x7aa
0x7aa	0x7ab
0x7ab	0x7ac
0x7ac	0x7ad
0x7ad	0x7ae
0x7ae	0x7af
0x7af	0x7b2
0x7b3	0x7b5
0x7b5	0x7b6
0x7b6	0x7ba
0x7ba	0x7bc
0x7bc	0x7be
0x7bf	0x7c1
0x7c1	0x7c2
0x7c2	0x7c6
0x7c6	0x7c9
0x7cb	0x7cf
0x7d0	0x7d2
0x7d2	0x7d4
0x7d5	0x7d8
0x7d8	0x7d9
0x7d9	0x7da
0x7da	0x7dc
0x7dc	0x7de
0x7de	0x7e0
0x7e0	0x7e1
0x7e1	0x7e2
0x7e2	0x7e4
0x7e4	0x7e7
0x7e8	0x7ea
0x7ea	0x7eb
0x7eb	0x7ef
0x7ef	0x7f1
0x7f1	0x7f3
0x7f4	0x7f6
0x7f6	0x7f7
0x7f7	0x7fb
0x7fb	0x7fe
0x800	0x803
0x803	0x804
0x804	0x808
0x809	0x80b
0x80b	0x80d
0x80e	0x813
0x813	0x815
0x815	0x816
0x816	0x81f
0x81f	0x821
0x821	0x822
0x822	0x824
0x824	0x826
0x826	0x828
0x828	0x82a
0x82a	0x82b
0x82b	0x82e
0x82e	0x82f
0x82f	0x832
0x832	0x833
0x833	0x836
0x838	0x839
0x839	0x83e
0x83e	0x840
0x840	0x842
0x843	0x845
0x845	0x847
0x847	0x849
0x849	0x84a
0x84a	0x84c
0x84c	0x84e
0x84e	0x854
0x854	0x85a
0x85a	0x860
0x860	0x862
0x862	0x863
0x863	0x866
0x868	0x86a
0x86a	0x86c
0x86c	0x86f
0x86f	0x871
0x871	0x875
0x875	0x876
0x876	0x878
0x878	0x879
0x879	0x87c
0x87d	0x880
0x883	0x884
0x884	0x885
0x885	0x887
0x887	0x888
0x888	0x88b
0x88c	0x88d
0x88d	0x890
0x891	0x892
0x892	0x894
0x89a	0x89b
0x89b	0x89d
0x89d	0x89f
0x89f	0x8a1
0x8a1	0x8a2
0x8a2	0x8a3
0x8a3	0x8a4
0x8a4	0x8ca
0x8ca	0x8cc
0x8cc	0x8cd
0x8cd	0x8d6
0x8d6	0x8d9
0x8db	0x8dd
0x8dd	0x8e0
0x8e0	0x8e2
0x9a0	0x9a1
0x9a1	0x9a4
0x9a4	0x9a7
0x9a9	0x9ab
0x9ab	0x9ad
0x9ad	0x9af
0x9af	0x9b0
0x9b0	0x9b1
0x9b1	0x9b2
0x9b2	0x9b4
0x9b4	0x9b7
0x9b9	0x9bc
0x9bc	0x9bf
0x9bf	0x9c0
0x9c0	0x9c2
0x9c2	0x1177da
0x9cb	0x9cc
0x9cc	0x9cf
0x9d1	0x9d4
0x9d5	0x9d7
0x9d7	0x9d8
0x9d8	0x9dc
0x9dc	0x9de
0x9de	0x9e0
0x9e1	0x9e3
0x9e3	0x9e4
0x9e4	0x9e8
0x9e8	0x9eb
0x9ed	0x9ef
0x9ef	0x9f4
0x9f4	0x9f7
0x9fb	0x9fe
0x9fe	0xa01
0xa03	0xa05
0xa05	0xa07
0xa07	0xa09
0xa09	0xa0a
0xa0a	0xa0c
0xa0c	0xa0d
0xa0d	0xa11
0xa12	0xa14
0xa14	0xa18
0xa19	0xa1d
0xa1d	0xa20
0xa27	0xa29
0xa29	0xa2a
0xa2a	0xa2d
0xa2d	0xa30
0xa32	0xa35
0xa35	0xa37
0xa37	0xa38
0xa38	0xa3b
0xa3b	0xa3c
0xa3c	0xa3d
0xa3d	0xa40
0xa43	0xa46
0xa46	0xa47
0xa47	0xa48
0xa48	0xa4b
0xa51	0xa52
0xa52	0xa56
0xa56	0xa57
0xa57	0xa59
0xa59	0xa5b
0xa5b	0xa5d
0xa5d	0xa5e
0xa5e	0xa5f
0xa5f	0xa60
0xa60	0xa63
0xa63	0xa64
0xa65	0xa67
0xa67	0xa69
0xa69	0xa6b
0xa6b	0xa6c
0xa6c	0xa6e
0xa6e	0xa6f
0xa6f	0xa72
0xa72	0xa73
0xa74	0xa76
0xa76	0xa78
0xa78	0xa7a
0xa7a	0xa7b
0xa7b	0xa81
0xa81	0xa82
0xa82	0xa86
0xa86	0xa87
0xa89	0xa8d
0xa8d	0xa90
0xa90	0xa93
0xa93	0xa94
0xa94	0xa95
0xa95	0xa98
0xa9b	0xa9d
0xa9d	0xaa0
0xaa2	0xaa5
0xaa5	0xaa8
0xaa8	0xaa9
0xaa9	0xaaa
0xaaa	0xaad
0xab0	0xec40
0xab2	0xab5
0xab6	0xab8
0xab8	0xab9
0xab9	0xabd
0xabd	0xabf
0xabf	0xac1
0xac2	0xac4
0xac4	0xac5
0xac5	0xac9
0xac9	0xacc
0xace	0xad0
0xad0	0xad1
0xad1	0xad4
0xad4	0xad5
0xad5	0xad6
0xad6	0xadc
0xadc	0xade
0xade	0xae0
0xae0	0xae3
0xae3	0xae5
0xae5	0xae7
0xae7	0xaeb
0xaeb	0xaed
0xaed	0xaee
0xaee	0xaf1
0xaf3	0xaf9
0xaf9	0xafa
0xafa	0xafb
0xafb	0xafe
0xaff	0xb01
0xb01	0xb02
0xb02	0xb06
0xb06	0xb08
0xb08	0xb0a
0xb0b	0xb0d
0xb0d	0xb0e
0xb0e	0xb12
0xb12	0xb15
0xb17	0xb1b
0xb1c	0xb1e
0xb1e	0xb20
0xb20	0xb22
0xb22	0xb23
0xb23	0xb25
0xb25	0xb26
0xb26	0xb2a
0xb2b	0xb2d
0xb2d	0xb31
0xb32	0xb36
0xb36	0xb39
0xb3e	0xb40
0xb40	0xb42
0xb42	0xb47
0xb47	0xb49
0xb49	0xb4a
0xb4a	0xb4c
0xb4c	0xb52
0xb52	0xb53
0xb53	0xb54
0xb54	0xb57
0xb5a	0xb5b
0xb5b	0xb5d
0xb5f	0xb62
0xb62	0xb63
0xb63	0xb65
0xb65	0xb66
0xb66	0xb6a
0xb6a	0xb6b
0xb6b	0xb6c
0xb6c	0xb70
0xb70	0xb71
0xb71	0xb72
0xb72	0xb78
0xb78	0xb79
0xb79	0xb7b
0xb7b	0xb7d
0xb7d	0xb7e
0xb7e	0xb7f
0xb7f	0xb81
0xb81	0xb83
0xb83	0xb85
0xb85	0xb86
0xb86	0xb87
0xb87	0xb8b
0xb8b	0xb8c
0xb8c	0xb8e
0xb8e	0xb90
0xb90	0xb91
0xb91	0xb92
0xb92	0xb94
0xb94	0xb96
0xb96	0xb97
0xb97	0xb98
0xb98	0xb9a
0xb9a	0xb9c
0xb9c	0xb9e
0xb9e	0xb9f
0xb9f	0xba2
0xba2	0xba3
0xba3	0xba6
0xba6	0xba7
0xba7	0xbaa
0xbaa	0xbac
0xbac	0xbae
0xbae	0xbaf
0xbaf	0xbb0
0xbb0	0xbb3
0xbb3	0xbb7
0xbb7	0xbbb
0xbbb	0xbbf
0xbbf	0xbc3
0xbc3	0xbc4
0xbc4	0xbc6
0xbc7	0xbc8
0xbc8	0xbcb
0xbcb	0xbcc
0xbcc	0xbce
0xbce	0x118bda
0xbd8	0xbe0
0xbe0	0xbe5
0xbe5	0xbe8
0xbea	0xbec
0xbec	0xbef
0xbef	0xbf1
0xc12	0xc16
0xc17	0xc19
0xc19	0xc1b
0xc1c	0xc1f
0xc1f	0xc20
0xc20	0xc22
0xc22	0xc23
0xc23	0xc24
0xc24	0xc28
0xc28	0xc2b
0xc2b	0xc2e
0xc30	0xc33
0xc34	0xc36
0xc36	0xc37
0xc37	0xc3b
0xc3b	0xc3d
0xc3d	0xc3f
0xc40	0xc42
0xc42	0xc43
0xc43	0xc47
0xc47	0xc4a
0xce7	0xcea
0xcea	0xced
0xcef	0xcf1
0xcf1	0xcf3
0xcf3	0xcf5
0xcf5	0xcf6
0xcf6	0xcf7
0xcf7	0xcf8
0xcf8	0xcfb
0xcfb	0xcfe
0xd00	0xd02
0xd02	0xd04
0xd04	0xd06
0xd06	0xd07
0xd07	0xd08
0xd08	0xd09
0xd09	0xd0a
0xd0a	0xd0d
0xd0e	0xd10
0xd10	0xd11
0xd11	0xd15
0xd15	0xd17
0xd17	0xd19
0xd1a	0xd1c
0xd1c	0xd1d
0xd1d	0xd21
0xd21	0xd24
0xd26	0xd29
0xd29	0xd2a
0xd2a	0xd2c
0xd2c	0xd2e
0xd2e	0xd30
0xd30	0xd31
0xd31	0xd34
0xd34	0xd35
0xd35	0xd39
0xd39	0xd3a
0xd3a	0xd3e
0xd3e	0xd40
0xd40	0xd42
0xd42	0xd43
0xd43	0xd44
0xd44	0xd47
0xd47	0xd4b
0xd4b	0xd4d
0xe4b	0xe4d
0xe4d	0xe4f
0xe50	0xe54
0xe55	0xe58
0xe58	0xe59
0xe59	0xe5a
0xe5a	0xe5c
0xe5c	0xe5e
0xe5e	0xe60
0xe60	0xe61
0xe61	0xe62
0xe62	0xe64
0xead	0xeaf
0xeaf	0xeb0
0xeb0	0xeb2
0xeb2	0xeb4
0xf70	0xf73
0xf73	0xf76
0xf78	0xf7a
0xf7a	0xf7c
0xf7c	0xf7e
0xf7e	0xf7f
0xf7f	0xf80
0xf80	0xf81
0xf81	0xf84
0xf84	0xf87
0xf89	0xf8b
0xf8b	0xf8d
0xf8d	0xf8f
0xf8f	0xf90
0xf90	0xf91
0xf91	0xf92
0xf92	0xf93
0xf93	0xf96
0xf97	0xf99
0xf99	0xf9a
0xf9a	0xf9e
0xf9e	0xfa0
0xfa0	0xfa2
0xfa3	0xfa5
0xfa5	0xfa6
0xfa6	0xfaa
0xfaa	0xfad
0xfaf	0xfb1
0xfb1	0xfb2
0xfb2	0xfb4
0xfb4	0xfb5
0xfb5	0xfb8
0xfb8	0xfba
0xfba	0xfbc
0xfbc	0xfbe
0xfbe	0xfbf
0xfbf	0xfc0
0xfc0	0xfc2
0xfc2	0xfe6
0xfe7	0xfea
0xfea	0xfeb
0xfeb	0xfed
0xfed	0xfef
0xfef	0xff1
0xff1	0xff2
0xff2	0xff3
0xff3	0xff4
0xff4	0xff6
0x10a0	0x10a2
0x10a2	0x10a5
0x10a5	0x10a8
0x10a8	0x10a9
0x10a9	0x10ab
0x10ab	0x11dbda
0x10b4	0x10b7
0x116f	0x1171
0x1171	0x1173
0x118d	0x1190
0x1190	0x1191
0x1191	0x1193
0x1193	0x11efda
0x119f	0x11a1
0x11a1	0x11a2
0x11a2	0x11a4
0x11a4	0x11a6
0x11a8	0x11ab
0x11ad	0x11b0
0x1290	0x1292
0x1292	0x1294
0x1295	0x1299
0x129a	0x129d
0x129d	0x129e
0x129e	0x129f
0x129f	0x12a1
0x12a1	0x12a3
0x12a3	0x12a5
0x12a5	0x12a6
0x12a6	0x12a7
0x12a7	0x12a9
0x12ab	0x12ae
0x12ae	0x12b1
0x12b3	0x12b5
0x12b5	0x12b7
0x12b7	0x12b9
0x12b9	0x12ba
0x12ba	0x12bb
0x12bb	0x12bc
0x12bc	0x12bf
0x12bf	0x12c2
0x12c4	0x12c6
0x12c6	0x12c8
0x12c8	0x12ca
0x12ca	0x12cb
0x12cb	0x12cc
0x12cc	0x12cd
0x12cd	0x12ce
0x12ce	0x12d1
0x12d2	0x12d4
0x12d4	0x12d5
0x12d5	0x12d9
0x12d9	0x12db
0x12db	0x12dd
0x12de	0x12e0
0x12e0	0x12e1
0x12e1	0x12e5
0x12e5	0x12e8
0x12ea	0x12ed
0x12ed	0x12ee
0x12ee	0x12f2
0x12f3	0x12f5
0x12f5	0x12f7
0x12f8	0x12fb
0x12fb	0x12fc
0x12fc	0x12fd
0x12fd	0x12ff
0x12ff	0x1301
0x1301	0x1303
0x1303	0x1304
0x1304	0x1307
0x1307	0x130a
0x130a	0x130b
0x130b	0x130c
0x130c	0x130f
0x1310	0x1312
0x1312	0x1313
0x1313	0x1317
0x1317	0x1319
0x1319	0x131b
0x131c	0x131e
0x131e	0x131f
0x131f	0x1323
0x1323	0x1326
0x1328	0x132d
0x132d	0x132e
0x132e	0x1332
0x1333	0x1335
0x1335	0x1337
0x1338	0x133b
0x133b	0x133d
0x133d	0x133e
0x133e	0x1347
0x1347	0x1348
0x1348	0x1349
0x1349	0x134b
0x134b	0x134d
0x134d	0x134f
0x134f	0x1350
0x1350	0x1353
0x1353	0x1357
0x1357	0x1359
0x1a51	0x1a55
0x1a56	0x1a58
0x1a58	0x1a5a
0x1a5b	0x1a5e
0x1a5e	0x1a5f
0x1a5f	0x1a61
0x1a61	0x1a62
0x1a62	0x1a63
0x1a63	0x1a67
0x1a67	0x1a6a
0x1a6a	0x1a6d
0x1a6f	0x1a72
0x1a73	0x1a75
0x1a75	0x1a76
0x1a76	0x1a7a
0x1a7a	0x1a7c
0x1a7c	0x1a7e
0x1a7f	0x1a81
0x1a81	0x1a82
0x1a82	0x1a86
0x1a86	0x1a89
0x1b6d	0x1b6f
0x1b6f	0x1b70
0x1b70	0x1b75
0x1b75	0x1b76
0x1b76	0x1b78
0x1b78	0x1b7a
0x1b7a	0x1b7c
0x1b7c	0x1b7d
0x1b7d	0x1b7e
0x1b7e	0x1b80
0x1c1b	0x1c1d
0x1c1d	0x1c1e
0x1c1e	0x1c20
0x1c20	0x1c22
0x1c22	0x1c24
0x1c24	0x1c25
0x1c25	0x1c2b
0x1c2b	0x1c2d
0x1ce6	0x1ce8
0x1ce8	0x1ce9
0x1ce9	0x1ced
0x1ced	0x1cee
0x1cee	0x1cf0
0x1cf0	0x1cf2
0x1cf4	0x1cf6
0x1cf6	0x1cf7
0x1cf7	0x1cf9
0x1cf9	0x1cfa
0x1cfa	0x1cfb
0x1cfb	0x1cfe
0x1cff	0x1d01
0x1d01	0x1d02
0x1d02	0x1d06
0x1d06	0x1d08
0x1d08	0x1d0a
0x1d0b	0x1d0d
0x1d0d	0x1d0e
0x1d0e	0x1d12
0x1d12	0x1d15
0x1d17	0x1d1a
0x1d1a	0x1d1f
0x1d1f	0x1d21
0x1d21	0x1d24
0x1d26	0x1d28
0x1d28	0x1d2e
0x1d2e	0x1d34
0x1d34	0x1d39
0x1d39	0x1d3a
0x1d3a	0x1d3c
0x1d3c	0x1d3e
0x1d3e	0x1d40
0x1d40	0x1d41
0x1d41	0x1d42
0x1d42	0x1d43
0x1d43	0x1d46
0x1d48	0x1d49
0x1d49	0x1d4a
0x1d4a	0x1d4d
0x1d4e	0x1d50
0x1d50	0x1d51
0x1d51	0x1d55
0x1d55	0x1d57
0x1d57	0x1d59
0x1d5a	0x1d5c
0x1d5c	0x1d5d
0x1d5d	0x1d61
0x1d61	0x1d64
0x1d66	0x1d6a
0x1d6b	0x1d6d
0x1d6d	0x1d6f
0x1d70	0x1d73
0x1d73	0x1d74
0x1d74	0x1d75
0x1d75	0x1d77
0x1d77	0x1d79
0x1d79	0x1d7b
0x1d7b	0x1d7c
0x1d7c	0x1d7d
0x1d7d	0x1d7f
0x1d7f	0x1d82
0x1d83	0x1d85
0x1d85	0x1d86
0x1d86	0x1d8a
0x1d8a	0x1d8c
0x1d8c	0x1d8e
0x1d8f	0x1d91
0x1d91	0x1d92
0x1d92	0x1d96
0x1d96	0x1d99
0x1d9b	0x1d9e
0x1d9e	0x1d9f
0x1d9f	0x1da3
0x1da4	0x1da6
0x1da6	0x1da8
0x1da9	0x1dae
0x1dae	0x1db0
0x1db0	0x1db1
0x1db1	0x1dba
0x1dba	0x1dbc
0x1dbc	0x1dbd
0x1dbd	0x1dbf
0x1dbf	0x1dc1
0x1dc1	0x1dc3
0x1dc3	0x1dc5
0x1dc5	0x1dc6
0x1dc6	0x1dc9
0x1dc9	0x1dca
0x1dca	0x1dcd
0x1dcd	0x1dce
0x1dce	0x1dd1
0x1dd3	0x1dd4
0x1dd4	0x1dd9
0x1dd9	0x1ddb
0x1ddb	0x1ddd
0x1dde	0x1de0
0x1de0	0x1de2
0x1de2	0x1de4
0x1de4	0x1de5
0x1de5	0x1de7
0x1de7	0x1de9
0x1de9	0x1df1
0x1df1	0x1df7
0x1df7	0x1dfd
0x1dfd	0x1dff
0x1dff	0x1e00
0x1e00	0x1e03
0x1e05	0x1e07
0x1e07	0x1e09
0x1e09	0x1e0c
0x1e0c	0x1e11
0x1e11	0x1e12
0x1e12	0x1e14
0x1e14	0x1e15
0x1e15	0x1e18
0x1e19	0x1e1c
0x1e1f	0x1e20
0x1e20	0x1e21
0x1e21	0x1e23
0x1e23	0x1e24
0x1e24	0x1e27
0x1e28	0x1e29
0x1e29	0x1e2c
0x1e2d	0x1e2e
0x1e2e	0x1e30
0x1e37	0x1e38
0x1e38	0x1e3a
0x1e3a	0x1e3c
0x1e3c	0x1e3e
0x1e3e	0x1e3f
0x1e3f	0x1e40
0x1e40	0x1e41
0x1e41	0x1e67
0x1e67	0x1e69
0x1e69	0x1e6a
0x1e6a	0x1e73
0x1e73	0x1e76
0x1e78	0x1e7a
0x1e7a	0x1e7d
0x1e7d	0x1e7f
0x1e8a	0x1e8d
0x1e8d	0x1e90
0x1e92	0x1e94
0x1e94	0x1e96
0x1e96	0x1e98
0x1e98	0x1e99
0x1e99	0x1e9a
0x1e9a	0x1e9b
0x1e9b	0x1e9e
0x1e9e	0x1ea1
0x1ea3	0x1ea5
0x1ea5	0x1ea7
0x1ea7	0x1ea9
0x1ea9	0x1eaa
0x1eaa	0x1eab
0x1eab	0x1eac
0x1eac	0x1ead
0x1ead	0x1eb0
0x1eb1	0x1eb3
0x1eb3	0x1eb4
0x1eb4	0x1eb8
0x1eb8	0x1eba
0x1eba	0x1ebc
0x1ebd	0x1ebf
0x1ebf	0x1ec0
0x1ec0	0x1ec4
0x1ec4	0x1ec7
0x1ec9	0x1ecb
