src,dst
0x258,0x25b
0x25d,0x25f
0x25f,0x2f5fS0x25c
0x25f,0x2f68S0x25c
0x2f5fS0x25c,0x26f
0x2f68S0x25c,0x2b78S0x2f59S0x25c
0x260,0x2f73S0x25c
0x265,0x268
0x26a,0x26c
0x26c,0x26f
0x26c,0x271
0x26f,0x271
0x273,0x28b
0x28b,0x2b78S0x2f59S0x28c
0x276,0x27a
0x276,0x27c
0x276,0x23fdS0x272
0x276,0x2411S0x272
0x276,0x2422S0x272
0x276,0x2433S0x272
0x276,0x2444S0x272
0x27a,0x27c
0x27c,0x23fdS0x272
0x23fdS0x272,0x23feS0x272
0x2411S0x272,0x2086S0x2408S0x272
0x2422S0x272,0x2316S0x2416S0x272
0x2433S0x272,0x2086S0x2427S0x272
0x2444S0x272,0x2316S0x2438S0x272
0x279,0x27a
0x27e,0x2454S0x272
0x283,0x286
0x288,0x28b
0x28d,0x28f
0x28f,0x2f5fS0x28c
0x28f,0x2f68S0x28c
0x2f5fS0x28c,0x29f
0x2f68S0x28c,0x2b78S0x2f59S0x28c
0x290,0x2f73S0x28c
0x295,0x298
0x29a,0x29c
0x29c,0x29f
0x29c,0x2a1
0x29f,0x2a1
0x2a3,0x2a5
0x2a5,0x2a9
0x2a6,0x2a9
0x2aa,0x2ad
0x2b0,0x859
0x2b3,0x2b6
0x2b8,0x2ba
0x2ba,0x2c97S0x2b7
0x2ba,0x2ca0S0x2b7
0x2c97S0x2b7,0x2ca
0x2ca0S0x2b7,0x270dS0x2c91S0x2b7
0x2bb,0x2cabS0x2b7
0x2c0,0x2c3
0x2c5,0x2c7
0x2c7,0x2ca
0x2c7,0x2cc
0x2ca,0x2cc
0x2ce,0x2d0
0x2d0,0x2d4
0x2d1,0x2d4
0x2d5,0x2d8
0x2db,0x3c464S0x2ef
0x2db,0x3c540S0x2ef
0x2de,0x2e2
0x2de,0x2e4
0x2de,0x2382S0x2d9
0x2de,0x2396S0x2d9
0x2de,0x23a7S0x2d9
0x2e2,0x2e4
0x2e4,0x2382S0x2d9
0x2382S0x2d9,0x2383S0x2d9
0x2396S0x2d9,0x2086S0x238dS0x2d9
0x23a7S0x2d9,0x2086S0x239bS0x2d9
0x2e1,0x2e2
0x2e6,0x23b5S0x2d9
0x2eb,0x2ee
0x2f0,0x2f3
0x2f7,0x2f9
0x2f9,0x2fd
0x2fa,0x2fd
0x2fe,0x301
0x304,0x95e
0x307,0x30a
0x30c,0x30e
0x30e,0x2c7cS0x30b
0x30e,0x2c85S0x30b
0x2c7cS0x30b,0x31e
0x2c85S0x30b,0x26feS0x30b
0x30f,0x2c90S0x30b
0x314,0x317
0x319,0x31b
0x31b,0x31e
0x31b,0x320
0x31e,0x320
0x322,0x324
0x324,0x328
0x325,0x328
0x329,0x32c
0x32f,0xa500x95fS0x343
0x332,0x336
0x332,0x338
0x332,0x23beS0x32d
0x332,0x23d2S0x32d
0x332,0x23e3S0x32d
0x336,0x338
0x338,0x23beS0x32d
0x23beS0x32d,0x23bfS0x32d
0x23d2S0x32d,0x2086S0x23c9S0x32d
0x23e3S0x32d,0x2316S0x23d7S0x32d
0x335,0x336
0x33a,0x23f1S0x32d
0x33f,0x342
0x344,0x347
0x349,0x34b
0x34b,0x2f5fS0x348
0x34b,0x2f68S0x348
0x2f5fS0x348,0x35b
0x2f68S0x348,0x2b78S0x2f59S0x348
0x34c,0x2f73S0x348
0x351,0x354
0x356,0x358
0x358,0x35b
0x358,0x35d
0x35b,0x35d
0x35f,0x361
0x361,0x365
0x362,0x365
0x366,0x369
0x36c,0xa82
0x36f,0x373
0x36f,0x375
0x36f,0x259aS0x36a
0x36f,0x25aeS0x36a
0x36f,0x25bfS0x36a
0x36f,0x25d0S0x36a
0x373,0x375
0x375,0x259aS0x36a
0x259aS0x36a,0x259bS0x36a
0x25aeS0x36a,0x2316S0x25a5S0x36a
0x25bfS0x36a,0x2086S0x25b3S0x36a
0x25d0S0x36a,0x2316S0x25c4S0x36a
0x372,0x373
0x377,0x25deS0x36a
0x37c,0x37f
0x381,0x384
0x386,0x388
0x388,0x2f5fS0x385
0x388,0x2f68S0x385
0x2f5fS0x385,0x398
0x2f68S0x385,0x2b78S0x2f59S0x385
0x389,0x2f73S0x385
0x38e,0x391
0x393,0x395
0x395,0x398
0x395,0x39a
0x398,0x39a
0x39c,0x39e
0x39e,0x3a2
0x39f,0x3a2
0x3a3,0x3a6
0x3a9,0xc020x39b
0x3ac,0x3b0
0x3ac,0x3b2
0x3ac,0x23beS0x3a7
0x3ac,0x23d2S0x3a7
0x3ac,0x23e3S0x3a7
0x3b0,0x3b2
0x3b2,0x23beS0x3a7
0x23beS0x3a7,0x23bfS0x3a7
0x23d2S0x3a7,0x2086S0x23c9S0x3a7
0x23e3S0x3a7,0x2316S0x23d7S0x3a7
0x3af,0x3b0
0x3b4,0x23f1S0x3a7
0x3b9,0x3bc
0x3be,0x3c1
0x3c3,0x3c5
0x3c5,0x2f5fS0x3c2
0x3c5,0x2f68S0x3c2
0x2f5fS0x3c2,0x3d5
0x2f68S0x3c2,0x2b78S0x2f59S0x3c2
0x3c6,0x2f73S0x3c2
0x3cb,0x3ce
0x3d0,0x3d2
0x3d2,0x3d5
0x3d2,0x3d7
0x3d5,0x3d7
0x3d9,0xc20S0x3ed
0x3dc,0x3e0
0x3dc,0x3e2
0x3dc,0x259aS0x3d8
0x3dc,0x25aeS0x3d8
0x3dc,0x25bfS0x3d8
0x3dc,0x25d0S0x3d8
0x3e0,0x3e2
0x3e2,0x259aS0x3d8
0x259aS0x3d8,0x259bS0x3d8
0x25aeS0x3d8,0x2316S0x25a5S0x3d8
0x25bfS0x3d8,0x2086S0x25b3S0x3d8
0x25d0S0x3d8,0x2316S0x25c4S0x3d8
0x3df,0x3e0
0x3e4,0x25deS0x3d8
0x3e9,0x3ec
0x3ee,0x3f1
0x3f3,0x3f5
0x3f5,0x2f5fS0x3f2
0x3f5,0x2f68S0x3f2
0x2f5fS0x3f2,0x405
0x2f68S0x3f2,0x2b78S0x2f59S0x3f2
0x3f6,0x2f73S0x3f2
0x3fb,0x3fe
0x400,0x402
0x402,0x405
0x402,0x407
0x405,0x407
0x409,0x40b
0x40b,0x40f
0x40c,0x40f
0x410,0x413
0x416,0xc44
0x419,0x41c
0x41e,0x420
0x420,0x2c97S0x41d
0x420,0x2ca0S0x41d
0x2c97S0x41d,0x430
0x2ca0S0x41d,0x270dS0x2c91S0x41d
0x421,0x2cabS0x41d
0x426,0x429
0x42b,0x42d
0x42d,0x430
0x42d,0x432
0x430,0x432
0x434,0x436
0x436,0x43a
0x437,0x43a
0x43b,0x43e
0x441,0xd3cS0x455
0x444,0x448
0x444,0x44a
0x444,0x245dS0x43f
0x444,0x246cS0x43f
0x444,0x2489S0x43f
0x444,0x2495S0x43f
0x444,0x24b2S0x43f
0x448,0x44a
0x44a,0x245dS0x43f
0x44a,0x21dcS0x24abS0x43f
0x44a,0x21a5S0x24abS0x43f
0x44a,0x20d6S0x2482S0x43f
0x44a,0x209fS0x2482S0x43f
0x245dS0x43f,0x245eS0x43f
0x246cS0x43f,0x246dS0x43f
0x2489S0x43f,0x20aaS0x2482S0x43f
0x2489S0x43f,0x20c5S0x2482S0x43f
0x2489S0x43f,0x209eS0x2482S0x43f
0x2495S0x43f,0x2496S0x43f
0x24b2S0x43f,0x21b0S0x24abS0x43f
0x24b2S0x43f,0x21cbS0x24abS0x43f
0x24b2S0x43f,0x21a4S0x24abS0x43f
0x447,0x448
0x21dcS0x24abS0x43f,0x21ddS0x24abS0x43f
0x21a5S0x24abS0x43f,0x21a9S0x24abS0x43f
0x20d6S0x2482S0x43f,0x20d7S0x2482S0x43f
0x209fS0x2482S0x43f,0x20a3S0x2482S0x43f
0x44c,0x24c0S0x43f
0x451,0x454
0x456,0x459
0x45b,0x45d
0x45d,0x2c5aS0x45a
0x45d,0x2c5fS0x45a
0x45d,0x2c63S0x45a
0x2c5aS0x45a,0x2c5fS0x45a
0x2c5aS0x45a,0x30b5S0x2c54S0x45a
0x2c5aS0x45a,0x30b1S0x2c54S0x45a
0x2c5fS0x45a,0x2c64S0x45a
0x2c63S0x45a,0x2c64S0x45a
0x45e,0x2c75S0x45a
0x463,0x466
0x468,0x46a
0x46a,0x46d
0x46a,0x46f
0x46d,0x46f
0x471,0x1347
0x474,0x478
0x474,0x47a
0x474,0x25ecS0x470
0x474,0x2600S0x470
0x474,0x2611S0x470
0x474,0x2622S0x470
0x474,0x2633S0x470
0x474,0x263fS0x470
0x474,0x265cS0x470
0x478,0x47a
0x47a,0x25ecS0x470
0x47a,0x2159S0x2655S0x470
0x47a,0x22a5S0x2655S0x470
0x47a,0x2122S0x2655S0x470
0x25ecS0x470,0x25edS0x470
0x2600S0x470,0x2316S0x25f7S0x470
0x2611S0x470,0x2086S0x2605S0x470
0x2622S0x470,0x2316S0x2616S0x470
0x2633S0x470,0x2316S0x2627S0x470
0x263fS0x470,0x2640S0x470
0x265cS0x470,0x212dS0x2655S0x470
0x265cS0x470,0x2148S0x2655S0x470
0x265cS0x470,0x2121S0x2655S0x470
0x477,0x478
0x2159S0x2655S0x470,0x215aS0x2655S0x470
0x22a5S0x2655S0x470,0x22a6S0x2655S0x470
0x2122S0x2655S0x470,0x2126S0x2655S0x470
0x47c,0x266dS0x470
0x481,0x484
0x486,0x489
0x48d,0x48f
0x48f,0x493
0x490,0x493
0x494,0x497
0x49a,0x4b2
0x49d,0x4a1
0x49d,0x4a3
0x49d,0x2382S0x498
0x49d,0x2396S0x498
0x49d,0x23a7S0x498
0x4a1,0x4a3
0x4a3,0x2382S0x498
0x2382S0x498,0x2383S0x498
0x2396S0x498,0x2086S0x238dS0x498
0x23a7S0x498,0x2086S0x239bS0x498
0x4a0,0x4a1
0x4a5,0x23b5S0x498
0x4aa,0x4ad
0x4af,0x4b2
0x4b6,0x4b8
0x4b8,0x4bc
0x4b9,0x4bc
0x4bd,0x4c0
0x4c3,0x162e
0x4c6,0x4c9
0x4cb,0x4cd
0x4cd,0x2bdfS0x4ca
0x4cd,0x2be8S0x4ca
0x2bdfS0x4ca,0x4dd
0x2be8S0x4ca,0x2691S0x2bd9S0x4ca
0x4ce,0x2bf3S0x4ca
0x4d3,0x4d6
0x4d8,0x4da
0x4da,0x4dd
0x4da,0x4df
0x4dd,0x4df
0x4e1,0x4e3
0x4e3,0x4e7
0x4e4,0x4e7
0x4e8,0x4eb
0x4ee,0x16e0S0x4ec
0x4f1,0x4f4
0x4f6,0x4f8
0x4f8,0x2f5fS0x4f5
0x4f8,0x2f68S0x4f5
0x2f5fS0x4f5,0x508
0x2f68S0x4f5,0x2b78S0x2f59S0x4f5
0x4f9,0x2f73S0x4f5
0x4fe,0x501
0x503,0x505
0x505,0x508
0x505,0x50a
0x508,0x50a
0x50c,0x50e
0x50e,0x512
0x50f,0x512
0x513,0x516
0x519,0x1706
0x51c,0x51f
0x521,0x523
0x523,0x2bdfS0x520
0x523,0x2be8S0x520
0x2bdfS0x520,0x533
0x2be8S0x520,0x2691S0x2bd9S0x520
0x524,0x2bf3S0x520
0x529,0x52c
0x52e,0x530
0x530,0x533
0x530,0x535
0x533,0x535
0x537,0x539
0x539,0x53d
0x53a,0x53d
0x53e,0x541
0x544,0x172b
0x547,0x54b
0x547,0x54d
0x547,0x255cS0x542
0x547,0x2570S0x542
0x547,0x2581S0x542
0x54b,0x54d
0x54d,0x255cS0x542
0x255cS0x542,0x255dS0x542
0x2570S0x542,0x2316S0x2567S0x542
0x2581S0x542,0x2086S0x2575S0x542
0x54a,0x54b
0x54f,0x258fS0x542
0x554,0x557
0x559,0x55c
0x55e,0x560
0x560,0x2f5fS0x55d
0x560,0x2f68S0x55d
0x2f5fS0x55d,0x570
0x2f68S0x55d,0x2b78S0x2f59S0x55d
0x561,0x2f73S0x55d
0x566,0x569
0x56b,0x56d
0x56d,0x570
0x56d,0x572
0x570,0x572
0x574,0x579
0x579,0x580
0x576,0x57e
0x57e,0x580
0x580,0x596
0x57b,0x57e
0x596,0x3125S0x2686S0x2bd9S0x14f
0x581,0x596
0x3125S0x2686S0x2bd9S0x14f,0x2691S0x2bd9S0x14f
0x59a,0x59e
0x59c,0x59e
0x5a0,0x5a2
0x5a3,0x5a7
0x5a7,0x5ae
0x5a5,0x5a7
0x5ae,0x2b78S0x2f59S0x18c
0x5b2,0x5b4
0x5b4,0x2b78S0x2f59S0x1b7
0x6b0,0x270dS0x2c91S0x21f
0x6d4,0x6d8
0x6d6,0x6d8
0x6da,0x6dc
0x6dd,0x6e1
0x6e1,0x6e4
0x6df,0x6e1
0x6e2,0x6e4
0x6e6,0x6e8
0x6e9,0x6ed
0x6ed,0x6f0
0x6eb,0x6ed
0x6ee,0x6f0
0x6f2,0x6f4
0x6f5,0x6f9
0x6f9,0x702
0x6f7,0x6f9
0x702,0x2b78S0x2f59S0x25c
0x708,0x70e
0x70b,0x70e
0x710,0x718
0x715,0x718
0x71a,0x726
0x71c,0x723
0x71c,0x720
0x723,0x729
0x723,0x726
0x721,0x723
0x729,0x72c
0x727,0x729
0x72c,0x763
0x72a,0x72c
0x72d,0x760
0x72d,0x75d
0x760,0x766
0x760,0x763
0x730,0x745
0x745,0x75b
0x75b,0x75d
0x746,0x75b
0x75e,0x760
0x766,0x769
0x764,0x766
0x769,0x76d
0x769,0x778
0x767,0x769
0x76d,0x774
0x76d,0x84f
0x76d,0x7d0
0x76d,0x2b78S0x2f74S0x719
0x774,0x778
0x772,0x774
0x77c,0x788
0x77e,0x785
0x77e,0x782
0x785,0x78b
0x785,0x788
0x783,0x785
0x78b,0x78e
0x789,0x78b
0x78e,0x7c5
0x78c,0x78e
0x78f,0x7c2
0x78f,0x7bf
0x7c2,0x7c8
0x7c2,0x7c5
0x792,0x7a7
0x7a7,0x7bd
0x7bd,0x7bf
0x7a8,0x7bd
0x7c0,0x7c2
0x7c8,0x7cb
0x7c6,0x7c8
0x7cb,0x7d6
0x7c9,0x7cb
0x7cc,0x7d3
0x7cc,0x7d0
0x7d3,0x7d9
0x7d3,0x7d6
0x7d1,0x7d3
0x7d9,0x7dc
0x7d7,0x7d9
0x7dc,0x7df
0x7da,0x7dc
0x7e2,0x7f7
0x7f7,0x848
0x7fa,0x80f
0x80f,0x848
0x810,0x848
0x833,0x835
0x835,0x2f7aS0x719
0x835,0x2f83S0x719
0x835,0x2f90S0x719
0x2f7aS0x719,0x846
0x2f83S0x719,0x2b78S0x2f74S0x719
0x2f90S0x719,0x2b78S0x2f89S0x719
0x836,0x2f9cS0x719
0x83c,0x83f
0x841,0x843
0x843,0x846
0x843,0x848
0x846,0x848
0x853,0x855
0x855,0x270dS0x2c91S0x2b7
0x959,0x30faS0x26f3S0x30b
0x30faS0x26f3S0x30b,0x30fbS0x26f3S0x30b
0xa52,0xa56
0xa54,0xa56
0xa58,0xa5a
0xa5b,0xa5f
0xa5f,0xa62
0xa5d,0xa5f
0xa60,0xa62
0xa64,0xa66
0xa67,0xa6b
0xa6b,0xa6e
0xa69,0xa6b
0xa6c,0xa6e
0xa70,0xa72
0xa73,0xa77
0xa77,0xa80
0xa75,0xa77
0xa80,0x2b78S0x2f59S0x385
0xc22,0x270dS0x2c91S0x41d
0xd3e,0xd44
0xd41,0xd44
0xd46,0xdaa
0xdaa,0xdae
0xd48,0xd54
0xd4a,0xd51
0xd4a,0xd4e
0xd51,0xd57
0xd51,0xd54
0xd4f,0xd51
0xd57,0xd5a
0xd55,0xd57
0xd5a,0xd91
0xd58,0xd5a
0xd5b,0xd8e
0xd5b,0xd8b
0xd8e,0xd94
0xd8e,0xd91
0xd5e,0xd73
0xd73,0xd89
0xd89,0xd8b
0xd74,0xd89
0xd8c,0xd8e
0xd94,0xd97
0xd92,0xd94
0xd97,0xda2
0xd95,0xd97
0xd98,0xd9f
0xd98,0xd9c
0xd9f,0xda5
0xd9f,0xda2
0xd9d,0xd9f
0xda5,0xda8
0xda3,0xda5
0xda8,0xda9
0xda6,0xda8
0xda9,0xdaa
0xdab,0xdae
0xdaf,0xdb1
0xdb1,0xdd7
0xdb1,0xdd4
0xdd7,0x2e7fS0xdaf
0xdd7,0x2e84S0xdaf
0xdd7,0x2e88S0xdaf
0xdb2,0xdd4
0xdd5,0xdd7
0x2e7fS0xdaf,0x2e84S0xdaf
0x2e7fS0xdaf,0x30d1S0x2952S0xdaf
0x2e7fS0xdaf,0x30cdS0x2952S0xdaf
0x2e84S0xdaf,0x2e89S0xdaf
0x2e88S0xdaf,0x2e89S0xdaf
0xdd8,0x2e98S0xdaf
0xddc,0xddf
0xde1,0xde3
0xde3,0xde6
0xde3,0xde8
0xde6,0xde8
0xded,0xebc
0xded,0xf02
0xebc,0xebd
0xf02,0xf03
0xdf0,0xdf5
0xdf5,0xdfc
0xdf2,0xdfa
0xdfa,0xdfc
0xdfc,0xe12
0xdf7,0xdfa
0xe12,0xe28
0xdfd,0xe12
0xe28,0xe76
0xe28,0xe85
0xe13,0xe28
0xe76,0xe77
0xe85,0xe86
0xe29,0xe58
0xe58,0xe5b
0xe2e,0x270dS0x2c91S0xde9
0xe4f,0xe51
0xe51,0xe60
0xe51,0xe5d
0xe60,0x2c97S0xde9
0xe60,0x2ca0S0xde9
0xe53,0xe58
0xe5b,0xe5d
0xe59,0xe5b
0xe5e,0xe60
0x2c97S0xde9,0xe72
0x2ca0S0xde9,0x270dS0x2c91S0xde9
0xe61,0x2cabS0xde9
0xe66,0xe69
0xe6b,0xe85
0xe6d,0xe6f
0xe6f,0xe72
0xe6f,0xe85
0xe72,0xe85
0xe77,0xe79
0xe79,0xe7d
0xe7a,0xe7d
0xe7e,0xe81
0xe84,0xe85
0xe86,0xe88
0xe88,0xe8c
0xe89,0xe8c
0xe8d,0xe91
0xe8e,0xe91
0xe92,0xe95
0xe93,0xe95
0xe9b,0xe9d
0xe9d,0xea8
0xe9d,0xeaf
0xe9d,0x2532S0xe96
0xe9d,0x2546S0xe96
0xea8,0xeac
0xeaf,0x2532S0xe96
0x2532S0xe96,0x2533S0xe96
0x2546S0xe96,0x232bS0x253dS0xe96
0xe9e,0xea5
0xe9e,0xeaf
0xea5,0xea6
0xe9f,0xea1
0xea1,0xea6
0xea6,0xea8
0xea2,0xea5
0xeaa,0xeac
0xeb1,0x2553S0xe96
0xeb6,0xeb9
0xebd,0xec1
0xebe,0xec1
0xec2,0xec4
0xec4,0xeea
0xec4,0xee7
0xeea,0x2ddfS0xec2
0xeea,0x2de4S0xec2
0xeea,0x2de8S0xec2
0xec5,0xee7
0xee8,0xeea
0x2ddfS0xec2,0x2de4S0xec2
0x2ddfS0xec2,0x30d1S0x27d2S0xec2
0x2ddfS0xec2,0x30cdS0x27d2S0xec2
0x2de4S0xec2,0x2de9S0xec2
0x2de8S0xec2,0x2de9S0xec2
0xeeb,0x2df8S0xec2
0xeef,0xef2
0xef4,0xef6
0xef6,0xef9
0xef6,0xefb
0xef9,0xefb
0xefd,0xeff_0x0
0xefd,0xf0a_0x1
0xefd,0xf1e_0x3
0xefd,0xf4c_0x0
0xefd,0xfbc_0x1
0xefd,0xff0_0x0
0xefd,0x1040_0x3
0xefd,0x1069_0x0
0xefd,0x1069_0x7
0xefd,0x1081_0x0
0xefd,0x1081_0x8
0xefd,0x1099_0x0
0xefd,0x1160_0x3
0xefd,0x116c_0x0
0xefd,0x11e5_0x3
0xefd,0x11f4_0x0
0xefd,0x1267_0x8
0xeff_0x0,0xf02
0xf0a_0x1,0xf0d
0xf1e_0x3,0xf46
0xf4c_0x0,0xf4f
0xfbc_0x1,0xfea
0xff0_0x0,0xff3
0x1040_0x3,0x1063
0x1069_0x0,0x106c
0x1069_0x7,0x107b
0x1081_0x0,0x1084
0x1081_0x8,0x1093
0x1099_0x0,0x109c
0x1160_0x3,0x1166
0x116c_0x0,0x116f
0x11e5_0x3,0x11ee
0x11f4_0x0,0x11f7
0x1267_0x8,0x1277
0xf03,0xf07
0xf04,0xf07
0xf08,0xf0a_0x0
0xf08,0xf13_0x0
0xf08,0xf1e_0x0
0xf08,0xfaf_0x0
0xf0a_0x0,0xf0d
0xf13_0x0,0xf18
0xf1e_0x0,0xf21
0xfaf_0x0,0xfb4
0xf0d,0xf0e
0xf0e,0xf12
0xf0f,0xf12
0xf16,0xf18
0xf18,0xf1c
0xf19,0xf1c
0xf1f,0xf21
0xf21,0xf24
0xf24,0xf25
0xf22,0xf24
0xf25,0xf26
0xf26,0xf29
0xf29,0xf2a
0xf27,0xf29
0xf2a,0xf40
0xf40,0xf6f
0xf2b,0xf40
0xf6f,0xf70
0xf44,0xf46
0xf46,0xf4a
0xf47,0xf4a
0xf4d,0xf4f
0xf4f,0xf52
0xf52,0xf53
0xf50,0xf52
0xf53,0xf54
0xf54,0xf57
0xf57,0xf58
0xf55,0xf57
0xf58,0xf6e
0xf6e,0xf6f
0xf59,0xf6e
0xf70,0xf74
0xf71,0xf74
0xf75,0xf77
0xf77,0xf9d
0xf77,0xf9a
0xf9d,0x2e3fS0xf75
0xf9d,0x2e44S0xf75
0xf9d,0x2e48S0xf75
0xf78,0xf9a
0xf9b,0xf9d
0x2e3fS0xf75,0x2e44S0xf75
0x2e3fS0xf75,0x30d1S0x28d2S0xf75
0x2e3fS0xf75,0x30cdS0x28d2S0xf75
0x2e44S0xf75,0x2e49S0xf75
0x2e48S0xf75,0x2e49S0xf75
0xf9e,0x2e58S0xf75
0xfa2,0xfa5
0xfa7,0xfa9
0xfa9,0xfac
0xfa9,0xfae
0xfac,0xfae
0xfb2,0xfb4
0xfb4,0xf0a_0x0
0xfb4,0xf13_0x0
0xfb4,0xf1e_0x0
0xfb4,0xfaf_0x0
0xfb8,0xfbb
